T,delta,sum_cum_pnl,mean_cum_pnl,n_pos_folds,mean_accuracy,sum_n_active,fold0_pnl,fold1_pnl,fold2_pnl,fold3_pnl,fold4_pnl
0.7,0.2,0.04328871408783844,0.008657742817567687,2,0.6210753709735795,97,0.0,0.03705601977423826,0.0,0.0,0.006232694313600181
0.7,0.25,0.04328871408783844,0.008657742817567687,2,0.6210753709735795,97,0.0,0.03705601977423826,0.0,0.0,0.006232694313600181
0.4,0.15,-0.9333208087612704,-0.1866641617522541,2,0.5394498733260947,167275,-3.854491948620164,0.3402604870484103,-0.545889104698603,-0.06394318835006041,3.1907429458591468
0.35,0.15,-2.16559288331517,-0.433118576663034,2,0.5357243032935216,175864,-3.944810065254003,0.1310821167993088,-0.6886722181991471,-0.06394318835006041,2.4007504716887316
0.4,0.1,-5.1799145636747825,-1.0359829127349565,2,0.4947294607310894,204457,-6.45066892600488,-0.4131469178486098,-1.628060136746716,0.024422834079046093,3.287538582846377
0.4,0.05,-7.2775385465065865,-1.4555077093013173,2,0.4729325009048136,220614,-7.696435027513024,-0.6695436957743972,-2.432319964415158,0.22745056007941866,3.293309581116574
0.4,0.0,-7.605554670747318,-1.5211109341494635,2,0.4641852153456387,227238,-7.774705673488892,-0.7583410020791375,-2.8040826710312805,0.43826509473541886,3.293309581116574
0.35,0.1,-9.88611768365104,-1.977223536730208,2,0.47401375316684763,237730,-7.769229246361926,-1.3033862443159396,-2.3618096755477476,0.024022834079046124,1.524284648495526
0.35,0.05,-17.477368929830337,-3.4954737859660674,2,0.4227877307274702,283526,-11.276381322841202,-3.0140247314691004,-4.362520204960176,0.24062794685283165,0.9349293825873088
0.35,0.0,-20.907304351727465,-4.181460870345493,2,0.3933518820123055,310229,-12.034948045630045,-4.146891287458683,-6.12697953110303,0.4890775299585846,0.9124369825057079
