label,T,delta,sum_cum_pnl,mean_cum_pnl,std_cum_pnl,n_pos_folds,sum_n_active,fold0_pnl,fold1_pnl,fold2_pnl,fold3_pnl,fold4_pnl
ENS_alpha=0.05,0.65,0.05,0.3811244121050617,0.07622488242101234,0.08265220844424997,3,308,0.0,0.11561472388005961,0.047333419237025026,0.0,0.21817626898797707
ENS_alpha=0.05,0.65,0.1,0.3811244121050617,0.07622488242101234,0.08265220844424997,3,308,0.0,0.11561472388005961,0.047333419237025026,0.0,0.21817626898797707
ENS_alpha=0.05,0.65,0.15,0.3811244121050617,0.07622488242101234,0.08265220844424997,3,308,0.0,0.11561472388005961,0.047333419237025026,0.0,0.21817626898797707
ENS_alpha=0.05,0.65,0.25,0.3811244121050617,0.07622488242101234,0.08265220844424997,3,308,0.0,0.11561472388005961,0.047333419237025026,0.0,0.21817626898797707
ENS_alpha=0.05,0.7,0.1,-0.009237652906432671,-0.001847530581286534,0.004375176802464195,1,10,0.0,-0.01053957771037057,0.0,0.0,0.0013019248039378992
ENS_alpha=0.05,0.7,0.0,-0.009237652906432671,-0.001847530581286534,0.004375176802464195,1,10,0.0,-0.01053957771037057,0.0,0.0,0.0013019248039378992
ENS_alpha=0.05,0.7,0.05,-0.009237652906432671,-0.001847530581286534,0.004375176802464195,1,10,0.0,-0.01053957771037057,0.0,0.0,0.0013019248039378992
ENS_alpha=0.05,0.7,0.2,-0.009237652906432671,-0.001847530581286534,0.004375176802464195,1,10,0.0,-0.01053957771037057,0.0,0.0,0.0013019248039378992
ENS_alpha=0.05,0.7,0.15,-0.009237652906432671,-0.001847530581286534,0.004375176802464195,1,10,0.0,-0.01053957771037057,0.0,0.0,0.0013019248039378992
ENS_alpha=0.05,0.7,0.25,-0.009237652906432671,-0.001847530581286534,0.004375176802464195,1,10,0.0,-0.01053957771037057,0.0,0.0,0.0013019248039378992
ENS_alpha=0.05,0.35,0.0,-0.41726428765033935,-0.08345285753006787,5.062823677588707,3,256304,2.128488406298311,-3.908873463110633,-6.711059871102013,0.11590018809081531,7.958280452173181
ENS_alpha=0.10,0.45,0.0,10.419346830192314,2.0838693660384626,2.695855052613722,5,90992,1.044032106726229,1.6775136513020685,0.23519130210178207,0.10873068508683578,7.353879084975398
ENS_alpha=0.10,0.45,0.05,10.415807170953602,2.0831614341907203,2.6967512292239877,5,90984,1.044032106726229,1.6807414055878112,0.23519130210178207,0.10196327156238184,7.353879084975398
ENS_alpha=0.10,0.45,0.1,10.40738818495137,2.0814776369902743,2.6988084373075996,5,90857,1.0278146210214572,1.6962985340856827,0.23584698651941072,0.09335363806142241,7.354074405263399
ENS_alpha=0.10,0.45,0.15,10.193703909590203,2.0387407819180408,2.657913736643989,5,89456,0.9372660338333642,1.7080623636923984,0.2531691655817421,0.06746421401359977,7.2277421324691
ENS_alpha=0.10,0.45,0.2,9.65779419633425,1.93155883926685,2.354583929153448,5,82889,0.7053244797561093,1.7800489771472459,0.612598554126982,0.053616188107379024,6.506205997196533
ENS_alpha=0.10,0.5,0.15,9.446682186480569,1.8893364372961137,1.6003321777718496,5,35052,0.2278999540875887,2.927818915255143,1.9960382958692864,0.047241697814967454,4.247683323453583
ENS_alpha=0.10,0.5,0.0,9.44564913494534,1.889129826989068,1.6001981526036082,5,35055,0.2278999540875887,2.926785863719914,1.9960382958692864,0.047241697814967454,4.247683323453583
ENS_alpha=0.10,0.5,0.05,9.44564913494534,1.889129826989068,1.6001981526036082,5,35055,0.2278999540875887,2.926785863719914,1.9960382958692864,0.047241697814967454,4.247683323453583
